cancer_label,CSU_RANK,hdi_group,cl_ord,sex,type,country_code,cancer_code,cases,asr,hdi_value,country_label,area_code,area_label
"Melanoma of skin",148,0,15,2,0,232,16,4,.34,.427,"Eritrea",1,"Eastern Africa"
"Mesothelioma",148,3,16,2,0,352,18,0,0,.881,"Iceland",15,"Northern Europe"
"Cervix uteri",148,1,17,2,0,704,23,4612,7.12,.602,"Viet Nam",11,"South-Eastern Asia"
"Liver",148,3,18,2,0,233,11,53,2.43,.805,"Estonia",15,"Northern Europe"
"Nasopharynx",148,1,19,2,0,600,4,2,.05,.662,"Paraguay",8,"South America"
"Kaposi sarcoma",148,1,20,2,0,388,19,0,0,.692,"Jamaica",6,"Caribbean"
"Oesophagus",148,3,21,2,0,410,6,290,.5,.837,"Korea, Republic of",10,"Eastern Asia"
"Vagina",148,0,22,2,0,288,22,22,.15,.499,"Ghana",5,"Western Africa"
"Gallbladder",148,1,23,2,0,860,12,51,.31,.614,"Uzbekistan",12,"South Central Asia"
"Larynx",148,3,24,2,0,638,14,1,.15,.822,"France, La Réunion",1,"Eastern Africa"
"Hypopharynx",148,0,25,2,0,232,5,0,0,.427,"Eritrea",1,"Eastern Africa"
"Lip, oral cavity",148,0,26,2,0,324,1,38,.89,.356,"Guinea",5,"Western Africa"
"Oropharynx",148,1,27,2,0,368,3,4,.03,.603,"Iraq",13,"Western Asia"
"Vulva",148,1,28,2,0,408,21,56,.26,.595,"Korea, Democratic People Republic of",10,"Eastern Asia"
"Salivary glands",148,2,29,2,0,414,2,4,.19,.78,"Kuwait",13,"Western Asia"
"Stomach",148,2,30,2,0,52,7,10,2.84,.774,"Barbados",6,"Caribbean"
"Bladder",149,1,1,2,0,548,30,1,.85,.574,"Vanuatu",19,"Melanesia"
"Brain, CNS",149,0,2,2,0,148,31,49,.86,.307,"Chad",2,"Middle Africa"
"Breast",149,2,3,2,0,144,20,4555,27.68,.703,"Sri Lanka",12,"South Central Asia"
"Colorectum",149,0,4,2,0,262,8,25,5.49,.375,"Djibouti",1,"Eastern Africa"
"Pancreas",149,1,5,2,0,762,13,40,1.21,.573,"Tajikistan",12,"South Central Asia"
"Kidney",149,0,6,2,0,418,29,28,.94,.486,"Lao People's Democratic Republic",11,"South-Eastern Asia"
"Lung",149,1,7,2,0,132,15,6,2.47,.583,"Cape Verde",5,"Western Africa"
"NHL",149,2,8,2,0,144,34,419,2.4,.703,"Sri Lanka",12,"South Central Asia"
"Corpus uteri",149,1,9,2,0,12,24,593,2.68,.657,"Algeria",3,"Northern Africa"
"Thyroid",149,0,10,2,0,140,32,22,1.65,.328,"Central African Republic",2,"Middle Africa"
"Leukaemia",149,0,11,2,0,566,36,1330,2.14,.45,"Nigeria",5,"Western Africa"
"Ovary",149,0,12,2,0,524,25,643,4.13,.464,"Nepal",12,"South Central Asia"
"Hodgkin lymphoma",149,0,13,2,0,426,33,4,.32,.446,"Lesotho",4,"Southern Africa"
"Multiple myeloma",149,1,14,2,0,408,35,109,.5,.595,"Korea, Democratic People Republic of",10,"Eastern Asia"
"Melanoma of skin",149,1,15,2,0,388,16,7,.33,.692,"Jamaica",6,"Caribbean"
"Mesothelioma",149,0,16,2,0,384,18,0,0,.426,"Côte d'Ivoire",5,"Western Africa"
"Cervix uteri",149,3,17,2,0,196,23,62,6.99,.819,"Cyprus",16,"Southern Europe"
"Liver",149,3,18,2,0,276,11,3264,2.42,.89,"Germany",17,"Western Europe"
"Nasopharynx",149,2,19,2,0,188,4,2,.04,.728,"Costa Rica",7,"Central America"
"Kaposi sarcoma",149,3,20,2,0,392,19,5,0,.864,"Japan",10,"Eastern Asia"
"Oesophagus",149,0,21,2,0,566,6,242,.5,.45,"Nigeria",5,"Western Africa"
"Vagina",149,0,22,2,0,226,22,1,.14,.546,"Equatorial Guinea",2,"Middle Africa"
"Gallbladder",149,0,23,2,0,226,12,1,.3,.546,"Equatorial Guinea",2,"Middle Africa"
"Larynx",149,0,24,2,0,120,14,10,.14,.458,"Cameroon",2,"Middle Africa"
"Hypopharynx",149,2,25,2,0,242,5,0,0,.7,"Fiji",19,"Melanesia"
"Lip, oral cavity",149,1,26,2,0,268,1,46,.87,.699,"Georgia",13,"Western Asia"
"Oropharynx",149,3,27,2,0,44,3,0,0,.8,"Bahamas",6,"Caribbean"
"Vulva",149,2,28,2,0,144,21,59,.25,.703,"Sri Lanka",12,"South Central Asia"
"Salivary glands",149,1,29,2,0,320,2,16,.18,.563,"Guatemala",7,"Central America"
"Stomach",149,3,30,2,0,634,7,12,2.82,.822,"Qatar",13,"Western Asia"
"Bladder",150,0,1,2,0,887,30,67,.85,.461,"Yemen",13,"Western Asia"
"Brain, CNS",150,0,2,2,0,566,31,731,.86,.45,"Nigeria",5,"Western Africa"
"Breast",150,1,3,2,0,340,20,1209,27.28,.575,"Honduras",7,"Central America"
"Colorectum",150,1,4,2,0,266,8,44,5.47,.626,"Gabon",2,"Middle Africa"
"Pancreas",150,0,5,2,0,478,13,18,1.2,.467,"Mauritania",5,"Western Africa"
"Kidney",150,0,6,2,0,478,29,19,.94,.467,"Mauritania",5,"Western Africa"
"Lung",150,0,7,2,0,226,15,9,2.47,.546,"Equatorial Guinea",2,"Middle Africa"
"NHL",150,1,8,2,0,214,34,135,2.28,.668,"Dominican Republic",6,"Caribbean"
"Corpus uteri",150,0,9,2,0,729,24,359,2.63,.415,"Sudan",3,"Northern Africa"
"Thyroid",150,0,10,2,0,834,32,270,1.56,.407,"Tanzania, United Republic of",1,"Eastern Africa"
"Leukaemia",150,0,11,2,0,64,36,7,2.13,.52,"Bhutan",12,"South Central Asia"
"Ovary",150,0,12,2,0,768,25,114,4.12,.433,"Togo",5,"Western Africa"
"Hodgkin lymphoma",150,0,13,2,0,418,33,12,.3,.486,"Lao People's Democratic Republic",11,"South-Eastern Asia"
"Multiple myeloma",150,0,14,2,0,426,35,4,.46,.446,"Lesotho",4,"Southern Africa"
"Melanoma of skin",150,2,15,2,0,414,16,5,.29,.78,"Kuwait",13,"Western Asia"
"Mesothelioma",150,1,16,2,0,388,18,0,0,.692,"Jamaica",6,"Caribbean"
"Cervix uteri",150,1,17,2,0,51,23,156,6.83,.682,"Armenia",13,"Western Asia"
"Liver",150,1,18,2,0,760,11,195,2.42,.607,"Syrian Arab Republic",13,"Western Asia"
"Nasopharynx",150,0,19,2,0,324,4,2,.03,.356,"Guinea",5,"Western Africa"
"Kaposi sarcoma",150,2,20,2,0,414,19,0,0,.78,"Kuwait",13,"Western Asia"
"Oesophagus",150,0,21,2,0,430,6,8,.49,.437,"Liberia",5,"Western Africa"
"Vagina",150,3,22,2,0,300,22,17,.14,.826,"Greece",16,"Southern Europe"
"Gallbladder",150,0,23,2,0,466,12,15,.29,.334,"Mali",5,"Western Africa"
"Larynx",150,2,24,2,0,152,14,30,.14,.769,"Chile",8,"South America"
"Hypopharynx",150,3,25,2,0,254,5,0,0,.817,"French Guyana",8,"South America"
"Lip, oral cavity",150,3,26,2,0,96,1,2,.83,.807,"Brunei Darussalam",11,"South-Eastern Asia"
"Oropharynx",150,2,27,2,0,48,3,0,0,.795,"Bahrain",13,"Western Asia"
"Vulva",150,1,28,2,0,266,21,2,.24,.626,"Gabon",2,"Middle Africa"
"Salivary glands",150,0,29,2,0,524,2,28,.18,.464,"Nepal",12,"South Central Asia"
"Stomach",150,0,30,2,0,226,7,10,2.79,.546,"Equatorial Guinea",2,"Middle Africa"
"Bladder",151,0,1,2,0,4,30,81,.81,.384,"Afghanistan",12,"South Central Asia"
"Brain, CNS",151,0,2,2,0,226,31,4,.84,.546,"Equatorial Guinea",2,"Middle Africa"
"Breast",151,0,3,2,0,624,20,186,27.17,.403,"Guinea-Bissau",5,"Western Africa"
"Colorectum",151,0,4,2,0,748,8,23,5.47,.442,"Eswatini",4,"Southern Africa"
"Pancreas",151,0,5,2,0,418,13,35,1.17,.486,"Lao People's Democratic Republic",11,"South-Eastern Asia"
"Kidney",151,0,6,2,0,450,29,137,.93,.464,"Madagascar",1,"Eastern Africa"
"Lung",151,0,7,2,0,262,15,10,2.47,.375,"Djibouti",1,"Eastern Africa"
"NHL",151,0,8,2,0,324,34,131,2.27,.356,"Guinea",5,"Western Africa"
"Corpus uteri",151,0,9,2,0,232,24,31,2.56,.427,"Eritrea",1,"Eastern Africa"
"Thyroid",151,0,10,2,0,64,32,5,1.5,.52,"Bhutan",12,"South Central Asia"
"Leukaemia",151,0,11,2,0,524,36,320,2.1,.464,"Nepal",12,"South Central Asia"
"Ovary",151,2,12,2,0,591,25,106,4.03,.744,"Panama",7,"Central America"
"Hodgkin lymphoma",151,0,13,2,0,226,33,2,.28,.546,"Equatorial Guinea",2,"Middle Africa"
"Multiple myeloma",151,0,14,2,0,104,35,139,.44,.432,"Myanmar",11,"South-Eastern Asia"
"Melanoma of skin",151,2,15,2,0,144,16,46,.28,.703,"Sri Lanka",12,"South Central Asia"
"Mesothelioma",151,0,16,2,0,418,18,0,0,.486,"Lao People's Democratic Republic",11,"South-Eastern Asia"
"Cervix uteri",151,1,17,2,0,807,23,107,6.72,.688,"North Macedonia",16,"Southern Europe"
"Liver",151,2,18,2,0,780,11,30,2.39,.726,"Trinidad and Tobago",6,"Caribbean"
"Nasopharynx",151,3,19,2,0,233,4,1,.02,.805,"Estonia",15,"Northern Europe"
"Kaposi sarcoma",151,0,20,2,0,418,19,0,0,.486,"Lao People's Democratic Republic",11,"South-Eastern Asia"
"Oesophagus",151,1,21,2,0,268,6,28,.48,.699,"Georgia",13,"Western Asia"
"Vagina",151,1,22,2,0,368,22,19,.14,.603,"Iraq",13,"Western Asia"
"Gallbladder",151,3,23,2,0,300,12,52,.27,.826,"Greece",16,"Southern Europe"
"Larynx",151,0,24,2,0,270,14,1,.14,.415,"The Republic of the Gambia",5,"Western Africa"
"Hypopharynx",151,2,25,2,0,258,5,0,0,.791,"French Polynesia",21,"Polynesia"
"Lip, oral cavity",151,1,26,2,0,275,1,13,.83,.651,"Gaza Strip and West Bank",13,"Western Asia"
"Oropharynx",151,1,27,2,0,51,3,0,0,.682,"Armenia",13,"Western Asia"
"Vulva",151,0,28,2,0,562,21,16,.24,.273,"Niger",5,"Western Africa"
"Salivary glands",151,1,29,2,0,807,2,4,.18,.688,"North Macedonia",16,"Southern Europe"
"Stomach",151,3,30,2,0,752,7,341,2.73,.908,"Sweden",15,"Northern Europe"
"Bladder",152,3,1,2,0,44,30,2,.8,.8,"Bahamas",6,"Caribbean"
"Brain, CNS",152,0,2,2,0,598,31,28,.8,.462,"Papua New Guinea",19,"Melanesia"
"Breast",152,0,3,2,0,178,20,530,26.85,.471,"Congo, Republic of",2,"Middle Africa"
"Colorectum",152,1,4,2,0,68,8,336,5.41,.637,"Bolivia",8,"South America"
"Pancreas",152,0,5,2,0,566,13,599,1.16,.45,"Nigeria",5,"Western Africa"
"Kidney",152,0,6,2,0,356,29,6386,.92,.506,"India",12,"South Central Asia"
"Lung",152,2,7,2,0,682,15,278,2.47,.748,"Saudi Arabia",13,"Western Asia"
"NHL",152,1,8,2,0,51,34,52,2.26,.682,"Armenia",13,"Western Asia"
"Corpus uteri",152,0,9,2,0,686,24,128,2.53,.41,"Senegal",5,"Western Africa"
"Thyroid",152,0,10,2,0,4,32,200,1.46,.384,"Afghanistan",12,"South Central Asia"
"Leukaemia",152,0,11,2,0,108,36,95,2.09,.311,"Burundi",1,"Eastern Africa"
"Ovary",152,0,12,2,0,624,25,27,3.97,.403,"Guinea-Bissau",5,"Western Africa"
"Hodgkin lymphoma",152,1,13,2,0,762,33,12,.28,.573,"Tajikistan",12,"South Central Asia"
"Multiple myeloma",152,1,14,2,0,704,35,288,.44,.602,"Viet Nam",11,"South-Eastern Asia"
"Melanoma of skin",152,0,15,2,0,586,16,235,.28,.462,"Pakistan",12,"South Central Asia"
"Mesothelioma",152,0,16,2,0,426,18,0,0,.446,"Lesotho",4,"Southern Africa"
"Cervix uteri",152,3,17,2,0,528,23,756,6.67,.885,"The Netherlands",17,"Western Europe"
"Liver",152,2,18,2,0,48,11,12,2.38,.795,"Bahrain",13,"Western Asia"
"Nasopharynx",152,3,19,2,0,44,4,0,0,.8,"Bahamas",6,"Caribbean"
"Kaposi sarcoma",152,2,20,2,0,428,19,0,0,.767,"Latvia",15,"Northern Europe"
"Oesophagus",152,3,21,2,0,702,6,31,.48,.833,"Singapore",11,"South-Eastern Asia"
"Vagina",152,1,22,2,0,408,22,30,.14,.595,"Korea, Democratic People Republic of",10,"Eastern Asia"
"Gallbladder",152,0,23,2,0,566,12,131,.26,.45,"Nigeria",5,"Western Africa"
"Larynx",152,0,24,2,0,204,14,6,.12,.438,"Benin",5,"Western Africa"
"Hypopharynx",152,0,25,2,0,262,5,0,0,.375,"Djibouti",1,"Eastern Africa"
"Lip, oral cavity",152,1,26,2,0,704,1,550,.83,.602,"Viet Nam",11,"South-Eastern Asia"
"Oropharynx",152,2,27,2,0,52,3,0,0,.774,"Barbados",6,"Caribbean"
"Vulva",152,0,28,2,0,887,21,18,.24,.461,"Yemen",13,"Western Asia"
"Salivary glands",152,2,29,2,0,512,2,3,.16,.714,"Oman",13,"Western Asia"
"Stomach",152,2,30,2,0,458,7,504,2.72,.723,"Malaysia",11,"South-Eastern Asia"
"Bladder",153,1,1,2,0,68,30,41,.8,.637,"Bolivia",8,"South America"
"Brain, CNS",153,3,2,2,0,96,31,2,.78,.807,"Brunei Darussalam",11,"South-Eastern Asia"
"Breast",153,1,3,2,0,68,20,1679,26.78,.637,"Bolivia",8,"South America"
"Colorectum",153,0,4,2,0,140,8,79,5.38,.328,"Central African Republic",2,"Middle Africa"
"Pancreas",153,0,5,2,0,894,13,48,1.15,.441,"Zambia",1,"Eastern Africa"
"Kidney",153,0,6,2,0,454,29,99,.92,.357,"Malawi",1,"Eastern Africa"
"Lung",153,0,7,2,0,748,15,10,2.41,.442,"Eswatini",4,"Southern Africa"
"NHL",153,0,8,2,0,624,34,18,2.26,.403,"Guinea-Bissau",5,"Western Africa"
"Corpus uteri",153,0,9,2,0,728,24,83,2.53,.41,"South Sudan",1,"Eastern Africa"
"Thyroid",153,1,10,2,0,8,32,28,1.44,.684,"Albania",16,"Southern Europe"
"Leukaemia",153,0,11,2,0,24,36,271,2.08,.426,"Angola",2,"Middle Africa"
"Ovary",153,1,12,2,0,340,25,184,3.95,.575,"Honduras",7,"Central America"
"Hodgkin lymphoma",153,0,13,2,0,508,33,39,.27,.327,"Mozambique",1,"Eastern Africa"
"Multiple myeloma",153,0,14,2,0,598,35,14,.43,.462,"Papua New Guinea",19,"Melanesia"
"Melanoma of skin",153,1,15,2,0,762,16,10,.28,.573,"Tajikistan",12,"South Central Asia"
"Mesothelioma",153,0,16,2,0,430,18,0,0,.437,"Liberia",5,"Western Africa"
"Cervix uteri",153,1,17,2,0,762,23,277,6.64,.573,"Tajikistan",12,"South Central Asia"
"Liver",153,3,18,2,0,312,11,14,2.38,.842,"France, Guadeloupe",6,"Caribbean"
"Nasopharynx",153,2,19,2,0,52,4,0,0,.774,"Barbados",6,"Caribbean"
"Kaposi sarcoma",153,3,20,2,0,442,19,0,0,.869,"Luxembourg",17,"Western Europe"
"Oesophagus",153,1,21,2,0,70,6,21,.47,.689,"Bosnia Herzegovina",16,"Southern Europe"
"Vagina",153,0,22,2,0,116,22,10,.12,.457,"Cambodia",11,"South-Eastern Asia"
"Gallbladder",153,0,23,2,0,24,12,19,.24,.426,"Angola",2,"Middle Africa"
"Larynx",153,3,24,2,0,410,14,73,.12,.837,"Korea, Republic of",10,"Eastern Asia"
"Hypopharynx",153,0,25,2,0,270,5,0,0,.415,"The Republic of the Gambia",5,"Western Africa"
"Lip, oral cavity",153,3,26,2,0,316,1,1,.82,.844,"Guam",20,"Micronesia"
"Oropharynx",153,1,27,2,0,84,3,0,0,.651,"Belize",7,"Central America"
"Vulva",153,0,28,2,0,430,21,4,.23,.437,"Liberia",5,"Western Africa"
"Salivary glands",153,2,29,2,0,784,2,5,.16,.792,"United Arab Emirates",13,"Western Asia"
"Stomach",153,3,30,2,0,250,7,2644,2.71,.852,"France (metropolitan)",17,"Western Europe"
"Bladder",154,0,1,2,0,646,30,32,.8,.366,"Rwanda",1,"Eastern Africa"
"Brain, CNS",154,0,2,2,0,140,31,12,.69,.328,"Central African Republic",2,"Middle Africa"
"Breast",154,0,3,2,0,356,20,192020,26.6,.506,"India",12,"South Central Asia"
"Colorectum",154,1,4,2,0,795,8,161,5.33,.666,"Turkmenistan",12,"South Central Asia"
"Pancreas",154,0,5,2,0,24,13,85,1.14,.426,"Angola",2,"Middle Africa"
"Kidney",154,0,6,2,0,566,29,759,.92,.45,"Nigeria",5,"Western Africa"
"Lung",154,1,7,2,0,328,15,11,2.39,.622,"Guyana",8,"South America"
"NHL",154,1,8,2,0,222,34,92,2.23,.627,"El Salvador",7,"Central America"
"Corpus uteri",154,1,9,2,0,320,24,186,2.5,.563,"Guatemala",7,"Central America"
"Thyroid",154,0,10,2,0,450,32,137,1.39,.464,"Madagascar",1,"Eastern Africa"
"Leukaemia",154,0,11,2,0,800,36,333,2,.427,"Uganda",1,"Eastern Africa"
"Ovary",154,0,12,2,0,646,25,193,3.95,.366,"Rwanda",1,"Eastern Africa"
"Hodgkin lymphoma",154,0,13,2,0,854,33,22,.27,.303,"Burkina Faso",5,"Western Africa"
"Multiple myeloma",154,0,14,2,0,768,35,11,.43,.433,"Togo",5,"Western Africa"
"Melanoma of skin",154,1,15,2,0,408,16,54,.27,.595,"Korea, Democratic People Republic of",10,"Eastern Asia"
"Mesothelioma",154,2,16,2,0,434,18,0,0,.79,"Libya",3,"Northern Africa"
"Cervix uteri",154,3,17,2,0,124,23,1730,6.63,.877,"Canada",9,"Northern America"
"Liver",154,3,18,2,0,40,11,298,2.37,.847,"Austria",17,"Western Europe"
"Nasopharynx",154,1,19,2,0,68,4,0,0,.637,"Bolivia",8,"South America"
"Kaposi sarcoma",154,0,20,2,0,450,19,0,0,.464,"Madagascar",1,"Eastern Africa"
"Oesophagus",154,3,21,2,0,96,6,1,.46,.807,"Brunei Darussalam",11,"South-Eastern Asia"
"Vagina",154,1,22,2,0,364,22,55,.12,.67,"Iran, Islamic Republic of",12,"South Central Asia"
"Gallbladder",154,0,23,2,0,180,12,54,.23,.358,"Congo, Democratic Republic of",2,"Middle Africa"
"Larynx",154,0,24,2,0,508,14,18,.11,.327,"Mozambique",1,"Eastern Africa"
"Hypopharynx",154,1,25,2,0,275,5,0,0,.651,"Gaza Strip and West Bank",13,"Western Asia"
"Lip, oral cavity",154,1,26,2,0,70,1,31,.81,.689,"Bosnia Herzegovina",16,"Southern Europe"
"Oropharynx",154,0,27,2,0,90,3,0,0,.486,"Solomon Islands",19,"Melanesia"
"Vulva",154,1,28,2,0,368,21,28,.22,.603,"Iraq",13,"Western Asia"
"Salivary glands",154,1,29,2,0,8,2,5,.15,.684,"Albania",16,"Southern Europe"
"Stomach",154,3,30,2,0,578,7,176,2.66,.917,"Norway",15,"Northern Europe"
"Bladder",155,1,1,2,0,860,30,131,.8,.614,"Uzbekistan",12,"South Central Asia"
"Brain, CNS",155,0,2,2,0,262,31,3,.68,.375,"Djibouti",1,"Eastern Africa"
"Breast",155,0,3,2,0,180,20,7385,26.45,.358,"Congo, Democratic Republic of",2,"Middle Africa"
"Colorectum",155,0,4,2,0,728,8,189,5.31,.41,"South Sudan",1,"Eastern Africa"
"Pancreas",155,0,5,2,0,768,13,25,1.13,.433,"Togo",5,"Western Africa"
"Kidney",155,0,6,2,0,90,29,3,.89,.486,"Solomon Islands",19,"Melanesia"
"Lung",155,0,7,2,0,586,15,1893,2.31,.462,"Pakistan",12,"South Central Asia"
"NHL",155,0,8,2,0,478,34,41,2.18,.467,"Mauritania",5,"Western Africa"
"Corpus uteri",155,0,9,2,0,562,24,152,2.5,.273,"Niger",5,"Western Africa"
"Thyroid",155,0,10,2,0,646,32,67,1.34,.366,"Rwanda",1,"Eastern Africa"
"Leukaemia",155,0,11,2,0,180,36,647,1.91,.358,"Congo, Democratic Republic of",2,"Middle Africa"
"Ovary",155,1,12,2,0,132,25,11,3.85,.583,"Cape Verde",5,"Western Africa"
"Hodgkin lymphoma",155,0,13,2,0,232,33,5,.26,.427,"Eritrea",1,"Eastern Africa"
"Multiple myeloma",155,0,14,2,0,524,35,59,.41,.464,"Nepal",12,"South Central Asia"
"Melanoma of skin",155,0,15,2,0,562,16,16,.26,.273,"Niger",5,"Western Africa"
"Mesothelioma",155,0,16,2,0,454,18,0,0,.357,"Malawi",1,"Eastern Africa"
"Cervix uteri",155,3,17,2,0,250,23,3185,6.55,.852,"France (metropolitan)",17,"Western Europe"
"Liver",155,1,18,2,0,8,11,72,2.36,.684,"Albania",16,"Southern Europe"
"Nasopharynx",155,1,19,2,0,84,4,0,0,.651,"Belize",7,"Central America"
"Kaposi sarcoma",155,1,20,2,0,462,19,0,0,.63,"Maldives",12,"South Central Asia"
"Oesophagus",155,2,21,2,0,620,6,93,.46,.799,"Portugal",16,"Southern Europe"
"Vagina",155,2,22,2,0,784,22,2,.11,.792,"United Arab Emirates",13,"Western Asia"
"Gallbladder",155,0,23,2,0,120,12,14,.19,.458,"Cameroon",2,"Middle Africa"
"Larynx",155,0,24,2,0,384,14,7,.1,.426,"Côte d'Ivoire",5,"Western Africa"
"Hypopharynx",155,0,25,2,0,288,5,0,0,.499,"Ghana",5,"Western Africa"
"Lip, oral cavity",155,0,26,2,0,180,1,215,.8,.358,"Congo, Democratic Republic of",2,"Middle Africa"
"Oropharynx",155,3,27,2,0,96,3,0,0,.807,"Brunei Darussalam",11,"South-Eastern Asia"
"Vulva",155,1,28,2,0,320,21,14,.2,.563,"Guatemala",7,"Central America"
"Salivary glands",155,0,29,2,0,178,2,2,.15,.471,"Congo, Republic of",2,"Middle Africa"
"Stomach",155,0,30,2,0,834,7,413,2.63,.407,"Tanzania, United Republic of",1,"Eastern Africa"
"Bladder",156,1,1,2,0,222,30,42,.78,.627,"El Salvador",7,"Central America"
"Brain, CNS",156,0,2,2,0,454,31,48,.68,.357,"Malawi",1,"Eastern Africa"
"Breast",156,0,3,2,0,626,20,131,26.38,.503,"Timor-Leste",11,"South-Eastern Asia"
"Colorectum",156,0,4,2,0,729,8,864,5.25,.415,"Sudan",3,"Northern Africa"
"Pancreas",156,0,5,2,0,232,13,14,1.11,.427,"Eritrea",1,"Eastern Africa"
"Kidney",156,0,6,2,0,508,29,156,.89,.327,"Mozambique",1,"Eastern Africa"
"Lung",156,0,7,2,0,834,15,387,2.25,.407,"Tanzania, United Republic of",1,"Eastern Africa"
"NHL",156,1,8,2,0,320,34,165,2.13,.563,"Guatemala",7,"Central America"
"Corpus uteri",156,0,9,2,0,262,24,10,2.49,.375,"Djibouti",1,"Eastern Africa"
"Thyroid",156,0,10,2,0,50,32,1133,1.33,.492,"Bangladesh",12,"South Central Asia"
"Leukaemia",156,1,11,2,0,548,36,3,1.87,.574,"Vanuatu",19,"Melanesia"
"Ovary",156,0,12,2,0,834,25,707,3.75,.407,"Tanzania, United Republic of",1,"Eastern Africa"
"Hodgkin lymphoma",156,1,13,2,0,360,33,382,.26,.615,"Indonesia",11,"South-Eastern Asia"
"Multiple myeloma",156,0,14,2,0,624,35,2,.39,.403,"Guinea-Bissau",5,"Western Africa"
"Melanoma of skin",156,0,15,2,0,288,16,28,.25,.499,"Ghana",5,"Western Africa"
"Mesothelioma",156,1,16,2,0,462,18,0,0,.63,"Maldives",12,"South Central Asia"
"Cervix uteri",156,2,17,2,0,512,23,90,6.44,.714,"Oman",13,"Western Asia"
"Liver",156,0,18,2,0,626,11,11,2.35,.503,"Timor-Leste",11,"South-Eastern Asia"
"Nasopharynx",156,0,19,2,0,90,4,0,0,.486,"Solomon Islands",19,"Melanesia"
"Kaposi sarcoma",156,3,20,2,0,474,19,0,0,.859,"France, Martinique",6,"Caribbean"
"Oesophagus",156,3,21,2,0,630,6,27,.46,.865,"Puerto Rico",6,"Caribbean"
"Vagina",156,1,22,2,0,704,22,62,.09,.602,"Viet Nam",11,"South-Eastern Asia"
"Gallbladder",156,0,23,2,0,108,12,5,.17,.311,"Burundi",1,"Eastern Africa"
"Larynx",156,2,24,2,0,512,14,1,.09,.714,"Oman",13,"Western Asia"
"Hypopharynx",156,3,25,2,0,312,5,0,0,.842,"France, Guadeloupe",6,"Caribbean"
"Lip, oral cavity",156,2,26,2,0,422,1,32,.8,.74,"Lebanon",13,"Western Asia"
"Oropharynx",156,1,27,2,0,132,3,0,0,.583,"Cape Verde",5,"Western Africa"
"Vulva",156,0,28,2,0,624,21,1,.18,.403,"Guinea-Bissau",5,"Western Africa"
"Salivary glands",156,0,29,2,0,270,2,1,.14,.415,"The Republic of the Gambia",5,"Western Africa"
"Stomach",156,2,30,2,0,780,7,33,2.61,.726,"Trinidad and Tobago",6,"Caribbean"
"Bladder",157,0,1,2,0,116,30,57,.76,.457,"Cambodia",11,"South-Eastern Asia"
"Brain, CNS",157,0,2,2,0,626,31,4,.66,.503,"Timor-Leste",11,"South-Eastern Asia"
"Breast",157,0,3,2,0,748,20,106,26.17,.442,"Eswatini",4,"Southern Africa"
"Colorectum",157,0,4,2,0,768,8,131,5.2,.433,"Togo",5,"Western Africa"
"Pancreas",157,0,5,2,0,748,13,4,1.11,.442,"Eswatini",4,"Southern Africa"
"Kidney",157,0,6,2,0,430,29,20,.87,.437,"Liberia",5,"Western Africa"
"Lung",157,0,7,2,0,894,15,100,2.24,.441,"Zambia",1,"Eastern Africa"
"NHL",157,0,8,2,0,24,34,298,2.06,.426,"Angola",2,"Middle Africa"
"Corpus uteri",157,0,9,2,0,356,24,17420,2.46,.506,"India",12,"South Central Asia"
"Thyroid",157,0,10,2,0,508,32,148,1.31,.327,"Mozambique",1,"Eastern Africa"
"Leukaemia",157,0,11,2,0,728,36,77,1.83,.41,"South Sudan",1,"Eastern Africa"
"Ovary",157,0,12,2,0,894,25,200,3.63,.441,"Zambia",1,"Eastern Africa"
"Hodgkin lymphoma",157,1,13,2,0,266,33,3,.25,.626,"Gabon",2,"Middle Africa"
"Multiple myeloma",157,0,14,2,0,626,35,2,.38,.503,"Timor-Leste",11,"South-Eastern Asia"
"Melanoma of skin",157,0,15,2,0,356,16,1775,.25,.506,"India",12,"South Central Asia"
"Mesothelioma",157,3,16,2,0,470,18,0,0,.804,"Malta",16,"Southern Europe"
"Cervix uteri",157,3,17,2,0,840,23,13920,6.32,.891,"United States of America",9,"Northern America"
"Liver",157,1,18,2,0,504,11,519,2.3,.551,"Morocco",3,"Northern Africa"
"Nasopharynx",157,1,19,2,0,132,4,0,0,.583,"Cape Verde",5,"Western Africa"
"Kaposi sarcoma",157,1,20,2,0,480,19,0,0,.692,"Mauritius",1,"Eastern Africa"
"Oesophagus",157,3,21,2,0,638,6,4,.45,.822,"France, La Réunion",1,"Eastern Africa"
"Vagina",157,1,22,2,0,498,22,3,.07,.663,"Moldova",14,"Eastern Europe"
"Gallbladder",157,1,23,2,0,704,12,117,.17,.602,"Viet Nam",11,"South-Eastern Asia"
"Larynx",157,0,24,2,0,768,14,3,.09,.433,"Togo",5,"Western Africa"
"Hypopharynx",157,3,25,2,0,316,5,0,0,.844,"Guam",20,"Micronesia"
"Lip, oral cavity",157,2,26,2,0,152,1,128,.77,.769,"Chile",8,"South America"
"Oropharynx",157,0,27,2,0,140,3,0,0,.328,"Central African Republic",2,"Middle Africa"
"Vulva",157,0,28,2,0,524,21,25,.16,.464,"Nepal",12,"South Central Asia"
"Salivary glands",157,1,29,2,0,328,2,1,.14,.622,"Guyana",8,"South America"
"Stomach",157,1,30,2,0,788,7,214,2.59,.664,"Tunisia",3,"Northern Africa"
